Title,Content
Glucose-responsive cascaded nanocatalytic reactor with self-modulation of the tumor microenvironment for enhanced chemo-catalytic therapy,"Tumor microenvironment (TME)-mediated nanocatalytic therapy has been deemed as a promising strategy for improving the effectiveness of tumor therapy. Herein, we construct a glucose-responsive cascaded nanocatalytic reactor (MoS2@CGTC NCR) which co-loads glucose oxidase (GOx) and chemotherapeutic drug tirapazamine (TPZ) on the surface of the MoS2 nanozyme carrier for modulating the TME to achieve self-enhanced chemo-catalytic therapy. Based on the intratumoral ultrahigh glucose concentration, the MoS2@CGTC NCR can persistently regulate the TME through oxidizing glucose to produce gluconic acid and H2O2, while rapidly depleting oxygen to activate the chemotherapeutic. Subsequently, the self-supplied H+ and H2O2 can markedly boost the subordinate peroxidase-like catalytic efficacy of nano-sized MoS2, yielding abundant highly toxic hydroxyl radicals (OH) for nanocatalytic therapy. Meanwhile, MoS2 can also deplete glutathione (GSH) to reduce the consumption of OH. Both in vitro and in vivo results demonstrated that the MoS2@CGTC NCR performed well in suppressing tumor growth via self-enhancing chemo-catalytic therapy. This work highlights the use of self-assembled NCRs for enhanced tumor synergetic therapy via TME regulation. This journal is"
Gold/alpha-lactalbumin nanoprobes for the imaging and treatment of breast cancer,"Theranostic agents should ideally be renally cleared and biodegradable. Here, we report the synthesis, characterization and theranostic applications of fluorescent ultrasmall gold quantum clusters that are stabilized by the milk metalloprotein alpha-lactalbumin. We synthesized three types of these nanoprobes that together display fluorescence across the visible and near-infrared spectra when excited at a single wavelength through optical colour coding. In live tumour-bearing mice, the near-infrared nanoprobe generates contrast for fluorescence, X-ray computed tomography and magnetic resonance imaging, and exhibits long circulation times, low accumulation in the reticuloendothelial system, sustained tumour retention, insignificant toxicity and renal clearance. An intravenously administrated near-infrared nanoprobe with a large Stokes shift facilitated the detection and image-guided resection of breast tumours in vivo using a smartphone with modified optics. Moreover, the partially unfolded structure of alpha-lactalbumin in the nanoprobe helps with the formation of an anti-cancer lipoprotein complex with oleic acid that triggers the inhibition of the MAPK and PI3K–AKT pathways, immunogenic cell death and the recruitment of infiltrating macrophages. The biodegradability and safety profile of the nanoprobes make them suitable for the systemic detection and localized treatment of cancer."
Effect‐based approach to assess nanostructured cellulose sponge removal efficacy of zinc ions from seawater to prevent ecological risks,"To encourage the applicability of nano‐adsorbent materials for heavy metal ion removal from seawater and limit any potential side effects for marine organisms, an ecotoxicological evaluation based on a biological effect‐based approach is presented. ZnCl2 (10 mg L−1) contaminated artificial seawater (ASW) was treated with newly developed eco‐friendly cellulose‐based nanosponges (CNS) (1.25 g L−1 for 2 h), and the cellular and tissue responses of marine mussel Mytilus galloprovincialis were measured before and after CNS treatment. A control group (ASW only) and a negative control group (CNS in ASW) were also tested. Methods: A significant recovery of Zn‐induced damages in circulating immune and gill cells and mantle edges was observed in mussels exposed after CNS treatment. Genetic and chromosomal damages reversed to control levels in mussels’ gill cells (DNA integrity level, nuclear abnormalities and apoptotic cells) and hemocytes (micronuclei), in which a recovery of lysosomal membrane stability (LMS) was also observed. Damage to syphons, loss of cilia by mantle edge epithelial cells and an increase in mucous cells in ZnCl2‐exposed mussels were absent in specimens after CNS treatment, in which the mantle histology resembled that of the controls. No effects were observed in mussels exposed to CNS alone. As further proof of CNS’ ability to remove Zn(II) from ASW, a significant reduction of >90% of Zn levels in ASW after CNS treatment was observed (from 6.006 to 0.510 mg L−1). Ecotoxicological evaluation confirmed the ability of CNS to remove Zn from ASW by showing a full recovery of Zn-induced toxicological responses to the levels of mussels exposed to ASW only (controls). An effect-based approach was thus proven to be useful in order to further support the environmentally safe (ecosafety) application of CNS for heavy metal removal from seawater."
Nanotoxicology and nanosafety: Safety-by-design and testing at a glance,"This review offers a systematic discussion about nanotoxicology and nanosafety associated with nanomaterials during manufacture and further biomedical applications. A detailed introduction on nanomaterials and their most frequently uses, followed by the critical risk aspects related to regulatory uses and commercialization, is provided. Moreover, the impact of nanotoxicology in research over the last decades is discussed, together with the currently available toxicological methods in cell cultures (in vitro) and in living organisms (in vivo). A special focus is given to inorganic nanoparticles such as titanium dioxide nanoparticles (TiO2NPs) and silver nanoparticles (AgNPs). In vitro and in vivo case studies for the selected nanoparticles are discussed. The final part of this work describes the significance of nano-security for both risk assessment and environmental nanosafety. “Safety-by-Design” is defined as a starting point consisting on the implementation of the principles of drug discovery and development. The concept “Safety-by-Design” appears to be a way to “ensure safety”, but the superficiality and the lack of articulation with which it is treated still raises many doubts. Although the approach of “Safety-by-Design” to the principles of drug development has helped in the assessment of the toxicity of nanomaterials, a combination of scientific efforts is constantly urgent to ensure the consistency of methods and processes. This will ensure that the quality of nanomaterials is controlled and their safe development is promoted. Safety issues are considered strategies for discovering novel toxicological-related mechanisms still needed to be promoted."
Combination of tumour-infarction therapy and chemotherapy via the co-delivery of doxorubicin and thrombin encapsulated in tumour-targeted nanoparticles,"Drugs that induce thrombosis in the tumour vasculature have not resulted in long-term tumour eradication owing to tumour regrowth from tissue in the surviving rim of the tumour, where tumour cells can derive nutrients from adjacent non-tumoral blood vessels and tissues. Here, we report the performance of a combination of tumour-infarction therapy and chemotherapy, delivered via chitosan-based nanoparticles decorated with a tumour-homing peptide targeting fibrin–fibronectin complexes overexpressed on tumour-vessel walls and in tumour stroma, and encapsulating the coagulation-inducing protease thrombin and the chemotherapeutic doxorubicin. Systemic administration of the nanoparticles into mice and rabbits bearing subcutaneous or orthotopic tumours resulted in higher tumour growth suppression and decreased tumour recurrence than nanoparticles delivering only thrombin or doxorubicin, with histological and haematological analyses indicating an absence of detectable toxicity. The co-administration of a cytotoxic payload and a protease to elicit vascular infarction in tumours with biodegradable tumour-targeted nanoparticles represents a promising strategy for improving the therapeutic index of coagulation-based tumour therapy."
Human exposure to synthetic endocrine disrupting chemicals (S-EDCs) is generally negligible as compared to natural compounds with higher or comparable endocrine activity: how to evaluate the risk of the S-EDCs?,"Theoretically, both synthetic endocrine disrupting chemicals (S-EDCs) and natural (exogenous and endogenous) endocrine disrupting chemicals (N-EDCs) can interact with endocrine receptors and disturb hormonal balance. However, compared to endogenous hormones, S-EDCs are only weak partial agonists with receptor affinities several orders of magnitude lower. Thus, to elicit observable effects, S-EDCs require considerably higher concentrations to attain sufficient receptor occupancy or to displace natural hormones and other endogenous ligands. Significant exposures to exogenous N-EDCs may result from ingestion of foods such as soy-based diets, green tea and sweet mustard. While their potencies are lower as compared to natural endogenous hormones, they usually are considerably more potent than S-EDCs. Effects of exogenous N-EDCs on the endocrine system were observed at high dietary intakes. A causal relation between their mechanism of action and these effects is established and biologically plausible. In contrast, the assumption that the much lower human exposures to S-EDCs may induce observable endocrine effects is not plausible. Hence, it is not surprising that epidemiological studies searching for an association between S-EDC exposure and health effects have failed. Regarding testing for potential endocrine effects, a scientifically justified screen should use in vitro tests to compare potencies of S-EDCs with those of reference N-EDCs. When the potency of the S-EDC is similar or smaller than that of the N-EDC, further testing in laboratory animals and regulatory consequences are not warranted."
Is GSH Chelated Pt Molecule Inactive in Anti-Cancer Treatment? A Case Study of Pt<inf>6</inf>GS<inf>4</inf>,"Platinum (Pt) drugs are widely used in anti-cancer treatment although many reports advocated that tumor cells could inactivate Pt drugs via glutathione-Pt (GSH-Pt) adducts formation. To date, GSH chelated Pt molecules have not been assessed in cancer treatment because GSH-Pt adducts are not capable of killing cancer cells, which is widely accepted and well followed. In this report, endogenous biothiol is utilized to precisely synthesize a GSH chelated Pt molecule (Pt6GS4). This Pt6GS4 molecule can be well taken up by aggressive triple negative breast cancer (TNBC) cells. Subsequently, its metabolites could enter nuclei to interact with DNA, finally the DNA-Pt complex triggers TNBC cell apoptosis via the p53 pathway. Impressively, high efficacy for anti-cancer treatment is achieved by Pt6GS4 both in vitro and in vivo when compared with traditional first-line carboplatin in the same dosage. Compared with carboplatin, Pt6GS4 keeps tumor bearing mice alive for a longer time and is non-toxic for the liver and kidneys. This work opens a route to explore polynuclear Pt compound with accurate architecture for enhancing therapeutic effects and reducing systemic toxicity."
Reversal of the immunosuppressive tumor microenvironment by nanoparticle-based activation of immune-associated cells,"Immunotherapy that activates the host immune system to reverse immunosuppression has emerged as a new generation of cancer treatment in both preclinical studies and clinical trials. Although immunotherapy has shown significant achievements in the treatment of various cancers, it faces challenges that limit its further evolution such as poor permeation and modest responsiveness. The development of nanoparticle drug delivery system has provided an opportunity to overcome these drawbacks and to achieve optimized immunotherapy. Based on the research of our group, we here introduce the new strategies being employed using nanoscale intelligent drug delivery systems to enhance the effects of cancer immunotherapy. We also provide a perspective on the further possible application of nanoparticles in more effective antitumor immunotherapy."
"Evaluation of the analytical performances of FibWave, a new sensitive tool assessing the fibrin clot formation, to measure the effects of anticoagulants",
Chemical nature and sources of fine particles in urban Beijing: Seasonality and formation mechanisms,"To mitigate air pollution in China, a legislative ‘Air Pollution Prevention and Control Action Plan’ has been implemented by the Chinese government since 2013. There is, however, a lack of investigations for long-term trends in the composition, sources and evolution processes of PM1 (particulate matter with diameter less than 1 μm) after the implementation. To evaluate the effectiveness of these control measures, we present a year-long real-time measurement of the chemical composition of PM1 at an urban site in Beijing from November 2014 to November 2015, and the results are compared with previous studies from 2008 to 2013 to gain insights into the variations of the chemical composition and sources of PM1 in Beijing. Large seasonal differences were observed in the mass concentrations of PM1 species and general declining trend was observed in the last seven years. Specifically, the annual averages of mass concentrations in 2014–2015 decrease by 16–43% (PM1), 23–43% (organic aerosol, OA), 38–68% (sulfate), 26–51% (nitrate), 18–33% (ammonium) and 27–38% (chloride) compared to those from 2008 to 2013. During winter and summer, the seasonal mass concentrations of sulfate and nitrate show more significant declines especially in summer 2008 (79% and 81%) and summer 2011 (76% and 77%). The nitrate-to-sulfate ratio is higher in 2014–2015 (1.5 ± 0.6) than that in 2013 (1.0 ± 0.3), largely due to significant reduction in SO2 emissions, suggesting that nitrate is becoming more important than sulfate in particulate pollution in Beijing. OA is the dominant PM1 fraction (>45%) in all seasons and the mass concentrations/contributions of both primary and secondary OA show different seasonality. As for the more oxidized oxygenated OA (MO-OOA) and less oxidized oxygenated OA (LO-OOA), the contributions of MO-OOA are much higher than those of LO-OOA (27–62% vs. 6–26%) in both high-pollution and low-pollution days. Aqueous-phase processes are found to facilitate the formation of MO-OOA while photochemical oxidation formation is a major contributor of LO-OOA in winter, and photochemical oxidation plays a major role in the formation of MO-OOA in summer and fall. The current study provides a comprehensive seasonal comparison of chemical composition and formation of PM1 in Beijing and a pacesetter in tackling PM pollution for other equally polluted megacities, after implementation of more stringent control measures after 2013."
In vitro cytotoxicity assessment of pristine and carboxyl-functionalized MWCNTs,"The wide use of carbon nanotubes (CNTs) in consumer products, i.e. composites, coatings, food packaging, etc, raise concerns about the adverse effects that CNTs can induce in humans and environment. Yet, there is no global consensus regarding risks that CNTs may pose, while controversial evidence exists also on the toxic effects associated with chemical surface modification, a prerequisite for their incorporation in different matrices. Moreover, there is limited information available about the underlying mechanisms, especially when cells’ interactions with the nanomaterial is assessed by imaging techniques. The present study aims at evaluating the in vitro cytotoxicity of pristine and oxygen functionalized multi-walled CNTs (MWCNTs) by assessing cell viability and apoptosis in combination with scanning electron microscopy (SEM) observations of stabilised cells. Direct observation of adenocarcinoma human epithelial cells (A549) was performed after incubation with 12.5, 50 and 100 μg/ml MWCNTs, for 0.5, 1 and 3 h, simulating a real exposure scenario during an accident, taking into account industrial safety issues during the production and use of the nanomaterial. Functionalized MWCNTs induced higher time- and dose-dependent toxic effects as compared to pristine. The SEM observations revealed the damaging effect on the cell membrane, offering insights about the toxic mechanism that takes place."
Transformable peptide nanoparticles inhibit the migration of N-cadherin overexpressed cancer cells,"About 90% cancer-related mortality results from the cancer metastasis, which generally undergoes after epithelial-mesenchymal transition (EMT) process. N-Cadherin, overexpressed on cancer cell surface during EMT, can enhance the migration of cancer cells. Herein, we design and synthesize a transformable peptide BP-KLVFF-SWTLYTPSGQSK (BFS) that can block N-cadherin for inhibiting cancer migration and metastasis. The peptide BFS consists of three modules including (1) the hydrophobic bis-pyrene (BP) unit for forming and locating nanoparticles, (2) the KLVFF peptide sequence for forming and stabilizing fibrous structures and (3) the targeting peptide sequence SWTLYTPSGQSK that can specifically bind to N-cadherin. The peptide BFS can form nanoparticles in PBS, which can transform to nanofibers when targeting and binding to N-cadherin. The nanofibers inhibit the migration of N-cadherin overexpressed MDA-MB-436 cancer cells. The peptide BFS shows 83.6% inhibiting rate in cells wound healing assay. In addition, the inhibition rate is 67.9% when the BFS applied in transwell migration assay. These results indicate that the BFS has excellent ability to inhibit migration of cancer cells. This self-assembly strategy could be potentially utilized to regulate the key protein during EMT for inhibiting the tumor metastasis."
Ambient fine particulate matter exposure perturbed circadian rhythm and oscillations of lipid metabolism in adipose tissues,"Emerging evidence indicated that disruption of circadian rhythm (CR) induced metabolic disorders, including dysregulation of energy homeostasis and lipid dysfunction, which was associated with ambient fine particulate matter (PM2.5) as well. However, the role and mechanism of CR in PM2.5-mediated metabolic disorder remain unknown. In the present study, we investigated circadian rhythmic characteristics and explored the effect of PM2.5 on oscillating clock of lipid function and metabolism in white adipose tissue (WAT) and brown adipose tissue (BAT). C57BL/6 mice were exposed to PM2.5 in a whole-body inhalational exposure system. After 10 weeks, the expression of clock-related genes exhibits more robust CR in BAT than WAT, with the acrophase of PER2 in both types of adipose tissue being significantly decreased at ZT12 and Bmal1 increased at ZT0/24 in WAT in response to PM2.5 exposure. In addition, both CR pattern and expression levels of Sirt1 got significantly inhibited by PM2.5 exposure in WAT, accompanied with adipose dysfunction evidenced by inhibited pattern and expression levels of adipokines at the same ZT time points. Finally, a similar phase right shift from ZT4 to ZT12 in both Sirt3 and Ucp1 in BAT was induced by PM2.5 exposure. These findings indicate that disruption of the CR in adipose tissues could be an important way by which PM2.5 exposure induces metabolic disorder and provide potential targets for further investigation."
Ambient fine particulate matter disrupts hepatic circadian oscillation and lipid metabolism in a mouse model,"Emerging evidence has shown that exposure to ambient fine particulate matter (PM2.5) is associated with hepatic lipid accumulation. However, the underlying mechanism is not fully characterized yet. Autonomous circadian clock in the liver plays a fundamental role in maintaining lipid metabolism homeostasis. In this study, we evaluated the effects of ambient PM2.5 exposure on the expression of hepatic circadian clock genes and expression rhythm of genes associated with lipid metabolism in mice liver. Male C57BL/6 mice were randomly assigned to ambient PM2.5 or filtered air for 10 weeks via a whole body exposure system. We found that the liver mass was reduced significantly at zeitgeber time (ZT) 8 in mice exposed to PM2.5 but not levels or circadian rhythm of hepatic triglycerides or free fatty acid (FFA). In addition, exposure to PM2.5 led to enhanced expression of bmal1 at ZT0/24, cry1 at ZT16 and rev-erbα at ZT4 and ZT8. Furthermore, the expression of pparα was enhanced in mice liver at ZT4 and ZT8 after PM2.5 exposure, with upregulation of pparα-mediated genes responsible for fatty acid transport and oxidation. Finally, the expression of rate-limiting enzymes for lipid synthesis was all significantly increased in the liver of PM2.5 exposed mice at ZT12. Therefore, the present study provides new perspectives for revealing the etiology of hepatic lipid metabolism abnormality from PM2.5-induced circadian rhythm disorder. Perturbing hepatic circadian oscillations and lipid metabolism with ambient fine particulate matter exposure."
An immunoassay based on lab-on-a-chip for simultaneous and sensitive detection of clenbuterol and ractopamine,"Both clenbuterol (CLB) and ractopamine (RAC) are β-adrenergic agonists. After long-term excessive intake, there will be adverse reactions such as headache, chest tightness, limb numbness, and serious life-threatening. Simultaneous detection of CLB and RAC in related samples is of great importance for human health. In this work, we outline a microfluidics-based indirect competitive immunoassay (MICI) system that can sensitively detect residual CLB and RAC in pork, swine blood and swine urine. The rapid detection of multiple samples can be achieved in one chip, which greatly improves the detection efficiency. This method has good stability and reproducibility and the microfluidic chips are easy to manufacture. The linear ranges for CLB and RAC detection by MICI are 0.1–2.5 ng/mL and 0.1–5 ng/mL, and the limits of detection (LODs) are 0.094 ng/mL and 0.091 ng/mL, respectively. This straightforward and portable immunoassay system provides a good platform for rapid detection of harmful substances in food samples."
Disturbed mitochondrial quality control involved in hepatocytotoxicity induced by silica nanoparticles,"The extensive application of silica nanoparticles (SiNPs) brings about inevitable occupational, environmental, and even iatrogenic exposure for human beings. The liver, which is rich in mitochondria, is one of the target organs of SiNPs, but the underlying mechanisms by which these nanoparticles (NPs) interact with liver mitochondria and affect their functions still remain unclear. In the present study, we examined silicon nanoparticle (SiNP)-induced mitochondrial dysfunction, and further revealed its negative effects on mitochondrial quality control (MQC) in the human liver cell line L-02, including mitochondrial dynamics, mitophagy and biogenesis. Consequently, SiNPs induced cellular injury, accompanied by mitochondrial dysfunction, including mitochondrial reactive oxygen generation and mitochondrial membrane potential collapse. In line with the transmission electron microscopy (TEM)-observed abnormalities in the mitochondrial morphology and length distribution, a fission phenotype was manifested in the mitochondria of SiNP-exposed cells, and up-regulated DRP1 and FIS1, and down-regulated MFN1, were detected. Furthermore, the enhanced LC3II level, colocalization of the mitochondria and lysosomes, activated PINK1/Parkin signaling, and accumulated p62 in the SiNP-exposed cells suggested mitophagy disorder triggered by SiNPs. In addition, SiNPs inhibited mito-biogenesis, as evidenced by the reduced mitochondrial mass and mtDNA copy number, as well as the suppressed PGC1α-NRF1-TFAM signaling pathway. Overall, the study demonstrates that SiNPs trigger hepatocytotoxicity through interfering with the MQC process, bringing in excessive mitochondrial fission, mitophagy disorder and suppressed mito-biogenesis, leading to mitochondrial dysfunction and ensuing cell damage, and ultimately contributing to the occurrence and development of liver diseases. Our research could provide important experimental evidence related to safety assessments of SiNPs, especially in the field of biomedical applications."
Ultrasound-Activated Cascade Effect for Synergistic Orthotopic Pancreatic Cancer Therapy,"In some malignant tumor, especially for pancreatic tumor, poor solid-tumor penetration of nanotherapeutics impedes their treatment efficacy. Herein, we develop a polymer-peptide conjugate with the deep tissue penetration ability, which undergoes a cascade process under ultrasound (US), including (1) the singlet oxygen 1O2 is generated by P18, (2) the thioketal bond is cleaved by the 1O2, (3) the departure of PEG chains leads to the in situ self-assembly, and (4) the resultant self-assembled PK nanoparticles show considerable cellular internalization. Owing to the synergistic effect of US on increasing the membrane permeability, the endocytosis and lysosome escape of PK nanoparticles are further enhanced effectively, resulting in the improved therapeutic efficacy. Thanks to the high tissue-penetrating depth and spatial precision of US, PTPK presents enhanced tumor inhibition in an orthotopic pancreatic tumor model. Therefore, the US-activated cascade effect offers a novel perspective for precision medicine and disease theranostics."
Risk Perceptions and Safety Cultures in the Handling of Nanomaterials in Academia and Industry,"Objectives: Work and research with nanomaterials (NMs) has primarily focused on innovation, toxicity, governance, safety management tools, and public perceptions. The aim of this study was to identify academia and industry occupational safety and health (OSH) managers' perceptions and handling of NMs, in relation to safety culture. Methods: Semistructured interviews were carried out with OSH managers at six academic institutions and six industrial companies. The interview statements were coded into five topics regarding NMs: risk comprehension, information gathering, actions, communication, and compliance. The statements were then coded according to a five-step safety culture maturity model reflecting increasing occupational safety maturity from passive, to reactive, active, proactive, and exemplary occupational safety. Results: The safety culture maturity of the academic institutions were primarily active and proactive, whereas the industry group were primarily active and reactive. None of the statements were rated as exemplary, with the majority reflecting an active safety culture. The topics varied from a passive approach of having no focus on NMs and regarding risks as a part of the job, to applying proactive measures in the design, production, application, and waste management phases. Communication and introduction to OSH issues regarding NMs as well as compliance provided challenges in both academia and industry, given the increasing cultural and linguistic diversity of students/staff and employees. Workplace leaders played a crucial role in establishing a legitimate approach to working safely with NMs, however, the currently available OSH information for NMs were described as insufficient, impractical, and inaccessible. There was an embedded problem in solely relying on safety data sheets, which were often not nanospecific, as this may have led to underprotection. Conclusions: There is a need for more structured, up-to-date, easily accessible, and user-friendly tools and information regarding toxicity and threshold limit values, relevant OSH promotion information, legislation, and other rules. The study underscores the need for politicians and engineers to collaborate with communication experts and both natural and social scientists in effectively framing information on NMs. Such a collaboration should allow for flexible deployment of multilevel and integrated safety culture initiatives to support sustainable nanotechnology and operational excellence."
Peptide-Based Nanoparticles Mimic Fibrillogenesis of Laminin in Tumor Vessels for Precise Embolization,"Cancer therapeutic strategies based on angiogenesis attract great attention from fundamental and clinical research. Blocking oxygen and nutrition supply to tumor cells could inhibit the growth of tumors based on occlusion of blood vessels in the tumor. Herein, we report a dual-responsive peptide-based nanoparticle, mimicking the laminin fibrillogenesis specifically and highly efficiently in tumor vessels, resulting in the blockage of tumor vessels and the growth inhibition of tumors. The laminin mimic peptide (LMMP) is designed with a fibrillation sequence, a pH-responsive sequence, and a targeting sequence. The LMMP in nanoformulations is delivered to blood vessels in the tumors, where the microenvironment (pH and microthrombus) enable LMMP to process laminin fibrillogenesis, constructing fibrous networks. The laminin-like fibrous networks capture red blood cells etc., forming occlusion specifically in the tumor blood vessels to inhibit the growth of the tumor."
Learning from the Machine: Uncovering Sustainable Nanoparticle Design Rules,"Machines consisting of bags of artificial neural networks (ANNs) have been constructed to connect nanoparticle features to the viability of a broad class of organisms upon exposure. The optimization of these machines is based on a relatively small data set. However, through consensus across a bag of ANNs, these machines predict at a level of confidence comparable to the experiment and perform better than chance. The mining of the machine across the feature space allows for the discovery of design rules for nanoparticles with increased viability. As such, we demonstrate the efficacy of inversion as an approach to learn from the machine in the context of designing sustainable nanoparticles. For example, we find that increased manganese content in lithium NiMnCo oxide nanoparticles is associated with greater viability, carbon dots reduce viability less than quantum dots, and gold nanoparticle coatings can significantly affect viability at high concentration."
Multifunctional DNA Polymer-Assisted Upconversion Therapeutic Nanoplatform for Enhanced Photodynamic Therapy,"Although considerable clinical attempts on various kinds of cancers have been made, photodynamic therapy (PDT) still suffers from attenuated therapeutic effects because of the developed resistance of cancer cells. As a novel antiapoptosis protein, survivin has been demonstrated to be selectively overexpressed in a great number of human malignancies and plays a significant part in cancer progression and therapeutic resistance. Herein, we present an upconversion nanoplatform for enhanced PDT by DNAzyme-mediated gene silencing of survivin. In our system, a long single-stranded DNA (ssDNA) with a repetitive aptamer (AS1411) and survivin-targeted DNAzyme was fabricated by rolling circle amplification (RCA) and adsorbed on the upconversion nanoparticles (UCNPs) by electrostatic attraction. The multivalence of the ssDNA endows the upconversion nanoplatform with high recognition and loading capacity of photosensitizers and DNAzymes. When the nanoplatform is targeted internalized into cancer cells, PDT can be triggered by near-infrared (NIR) light to generate reactive oxygen species (ROS) for killing the cancer cells. Moreover, the encoded DNAzyme can efficiently inhibit the gene expression of survivin, providing the potential to enhance the efficiency of PDT. This study thus highlights the promise of an upconversion photodynamic nanoplatform for admirable combination therapy in cancer."
Erratum: Polypeptide-templated au nanoclusters with red and blue fluorescence emissions for multimodal imaging of cell nuclei (ACS Applied Bio Materials (2020) 3:4 (1934-1943) DOI: 10.1021/acsabm.9b01078),"I am sorry we made a mistake that we did not give the complete affiliation for Yide Fang. The affiliation should be Menaul School Qingdao, No. 17 Wenhai Road, Jimo District, Qingdao, Shandong 266237, P. R. China. It is corrected in the addresses in this Correction."
Ultrasmall Gold Nanoparticle Cellular Uptake: Influence of Transient Bionano Interactions,"Ultrasmall nanoparticles are attracting an increasing interest for a variety of biomedical applications, from therapeutic targeting to imaging, in virtue of the peculiar behavior shown in vivo (i.e., efficient renal clearance, low liver accumulation, etc.). In evaluating their potential to overcome some of the challenges that larger particles have faced, it is important to understand their mechanisms of interaction with the cell membrane in relation to the biological environment and their tendency to transiently interact with biomolecules. In this work, the mechanism of cellular uptake across a range of serum concentrations is investigated using 2 nm gold nanoparticles with different surface chemistries as a model. The data suggest that despite their ultrasmall size, for these nanoparticles, internalization occurs via energy-dependent processes, and the surface chemistry could play a key role in determining the modality of the transient protein interaction, especially in conditions close to the in vivo scenario (large excess of the protein content). These aspects might be exploited to define novel targeting strategies."
Erratum: Modulated podosome patterning in osteoclasts by fullerenol nanoparticles disturbs the bone resorption for osteoporosis treatment (Nanoscale (2020) 12 (9359-9365) DOI: 10.1039/D0NR01625J),"The authors regret that there were errors concerning Fig. 1, 2 and 6 in the original manuscript. Fig. 1 and 2 were transposed in the original manuscript. Fig. 1 in the original article also displayed incorrect images of the Alizarin red S staining, and is corrected below as Fig. 2. Fig. 6(a) in the original article contained a mistake in the 3D images of the micro CT data. In addition, Fig. S6 and S8 in the accompanying ESI displayed the wrong hematoxylin and eosin (H&E) staining results. This correction does not affect the discussion or conclusions of the original article, only the display of the figures. The captions for the figures remain unaltered in content. The correct versions of Fig. 1, 2 and 6, along with their captions, are displayed below. Both the updated and original versions of Fig. S6 and S8 are available in the ESI accompanying the original article. The Royal Society of Chemistry apologises for these errors and any consequent inconvenience to authors and readers. (Figure Presented)."
Microporous Frameworks as Promising Platforms for Antibacterial Strategies Against Oral Diseases,"Nowadays, the heavy burden of oral diseases such as dental caries, periodontitis, endodontic infections, etc., and their consequences on the patients’ quality of life indicate a strong need for developing effective therapies. Bacterial infections played an important role in the field of oral diseases, in-depth insight of such oral diseases have given rise to the demand for antibacterial therapeutic strategies. Recently, microporous frameworks have attracted tremendous interest in antibacterial application due to their well-defined porous structures for drug delivery. In addition, intensive efforts have been made to enhance the antibacterial performance of microporous frameworks, such as ion doping, photosensitizer incorporation as building blocks, and surface modifications. This review article aims on the major recent developments of microporous frameworks for antibacterial applications against oral diseases. The first part of this paper puts concentration on the cutting-edge researches on the versatile antibacterial strategies of microporous materials via drug delivery, inherent activity, and structural modification. The second part discusses the antibacterial applications of microporous frameworks against oral diseases. The applications of microporous frameworks not only have promising therapeutic potential to inhibit bacterial plaque-initiated oral infectious diseases, but also have a wide applicability to other biomedical applications."
Factors Influencing the Interactions in Gelatin/Hydroxyapatite Hybrid Materials',"The most severe problem in bone regeneration is the defect in the interface. We prepared four types of implantation scaffolds of crosslinked gelatin (GE)/hydroxyapatite (HAp) to study the factors influencing interface interactions, they are film-crosslinked GE scaffold, gel-crosslinked GE scaffold, solid-crosslinked GE/HAp scaffold and gel-crosslinked GE/HAp scaffold. HAp could penetrate the entire GE matrix completely in four successive steps: physical preparation of a gel; chemical crosslinking; incubation in modified simulated body fluid (m-SBF) and freeze-drying. The penetrative nucleation and growth of HAp and the influencing factors in the GE matrix were investigated to ameliorate the interface interactions between organic and inorganic layers. During development of penetrative nucleation and growth, a tight connection was built between organic and inorganic layers, B-type carbonated HAp was formed after incubation with m-BSF, and the apatite content could be controlled. In summary, enhanced interface relies on not only the pre-seeded hydroxyapatite (HAp) as crystal nuclei but also the sufficient space for ions with high concentration to diffuse in."
Liquid metal exfoliation of two dimensional polydopamine nanosheets for templated assembly of noble metal nanoparticles,"We report the synthesis of freestanding quasi-2D polydopamine nanosheets through a liquid metal-assisted polymerization-exfoliation process. This material promises a functional platform for tailoring 2D composite materials, which is demonstrated by using it as both the reductant and the template for directing silver nanocubes into shaped metal-polymer frameworks."
An intelligent vancomycin release system for preventing surgical site infections of bone tissues,"Preventing surgical site infections (SSIs) of implants has drawn significant attention in both basic and clinical research. Implants with convenient preparation methods and intelligent drug release capabilities are highly needed to resist bacterial infection. Herein, we designed an intelligent drug-release system, which can be instantly incorporated with implants during the surgical process. The drug-release system involves β-glycerophosphate (β-GP) and chitosan (CS) as a thermosensitive hydrogel for instant construction onto implants and hyaluronic acid (HA) as a trigger to release vancomycin hydrochloride (VH) on demand. Tertiary calcium phosphate (TCP) scaffolds (implants) are vacuum-adsorbed in a solution of the intelligent vancomycin-release system (VH-HA-CS/β-GP), followed by heating for 40 min at 80 °C to form VH-HA-CS/β-GP@TCP. The drug-release hydrogel intelligently releases vancomycin depending on the concentration of hyaluronidase, which is secreted by Staphylococcus aureus (S. aureus) in infection sites. Furthermore, VH-HA-CS/β-GP@TCP showed effective antibacterial properties in vitro and in vivo. The VH-HA-CS/β-GP drug-release system can be conveniently prepared during surgery for intelligently preventing SSIs in bone tissue."
